filename,has_store_name,has_store_address,has_store_tax_id,has_store_phone,has_date,has_invoice_number,has_item_list,has_amount,has_vat,has_amount_words,has_signature,label
11_rot45_ccw_8.jpg,1,1,1,1,1,1,1,1,1,0,0.0,1
11_rot45_ccw_9.jpg,1,1,1,1,1,1,1,0,1,0,0.0,1
11_rot45_cw_0.jpg,1,0,0,0,0,0,1,0,0,0,0.0,1
11_rot45_cw_1.jpg,1,1,1,1,1,1,1,0,1,1,1.0,1
11_rot45_cw_2.jpg,1,1,1,1,1,1,1,0,1,1,1.0,1
11_rot45_cw_3.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
11_rot45_cw_4.jpg,1,1,1,1,1,1,1,0,1,0,0.0,1
11_rot45_cw_5.jpg,1,1,1,1,1,1,1,0,1,1,1.0,1
11_rot45_cw_6.jpg,1,0,0,1,1,1,1,0,1,0,0.0,1
11_rot45_cw_7.jpg,1,1,1,1,1,1,1,1,1,1,1.0,1
11_rot45_cw_8.jpg,1,1,0,1,1,1,1,1,1,1,1.0,1
11_rot45_cw_9.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
11_rot90_cw_0.jpg,0,0,0,1,0,0,0,0,0,0,0.0,1
11_rot90_cw_1.jpg,0,1,0,0,0,1,1,0,0,0,0.0,1
11_rot90_cw_2.jpg,0,1,0,1,1,1,1,1,1,0,0.0,1
11_rot90_cw_3.jpg,1,1,1,1,1,0,1,1,1,1,0.0,1
11_rot90_cw_4.jpg,1,1,1,1,1,1,1,1,1,1,1.0,1
11_rot90_cw_5.jpg,1,1,0,1,1,1,1,0,1,0,0.0,1
11_rot90_cw_6.jpg,1,1,1,1,1,1,1,1,1,1,1.0,1
11_rot90_cw_7.jpg,1,1,1,1,1,1,1,0,1,1,1.0,1
11_rot90_cw_8.jpg,0,0,1,0,0,0,0,0,0,0,0.0,1
11_rot90_cw_9.jpg,0,0,0,0,1,1,0,0,0,0,0.0,1
11_rot_random_0.jpg,1,1,1,1,0,1,1,0,1,0,0.0,1
11_rot_random_1.jpg,0,0,0,1,0,0,0,0,0,0,0.0,1
11_rot_random_2.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
11_rot_random_3.jpg,1,1,1,1,1,1,1,1,1,1,1.0,1
11_rot_random_4.jpg,1,0,0,0,0,1,1,0,0,0,0.0,1
11_rot_random_5.jpg,1,1,1,1,1,1,1,1,1,1,1.0,1
11_rot_random_6.jpg,1,1,1,1,1,1,1,1,1,1,1.0,1
11_rot_random_7.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
11_rot_random_8.jpg,1,1,1,1,1,1,1,0,1,1,1.0,1
11_rot_random_9.jpg,1,0,0,1,0,1,1,0,0,0,0.0,1
12_rot45_ccw_0.jpg,0,0,0,0,0,1,1,0,0,0,0.0,1
12_rot45_ccw_1.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot45_ccw_2.jpg,0,1,1,1,1,1,1,0,1,0,0.0,1
12_rot45_ccw_3.jpg,1,1,0,0,1,0,1,0,0,0,0.0,1
12_rot45_ccw_4.jpg,0,1,0,1,1,1,1,1,1,1,1.0,1
12_rot45_ccw_5.jpg,1,1,0,1,1,1,1,1,1,1,1.0,1
12_rot45_ccw_6.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot45_ccw_7.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot45_ccw_8.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot45_ccw_9.jpg,0,0,0,0,0,0,0,0,0,0,0.0,1
12_rot45_cw_0.jpg,0,1,1,1,1,1,1,0,1,1,1.0,1
12_rot45_cw_1.jpg,0,0,0,0,1,0,0,0,0,0,0.0,1
12_rot45_cw_2.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot45_cw_3.jpg,0,1,0,0,0,0,1,0,0,0,0.0,1
12_rot45_cw_4.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot45_cw_5.jpg,0,1,1,1,1,1,1,0,1,1,0.0,1
12_rot45_cw_6.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot45_cw_7.jpg,0,1,0,1,1,1,1,1,1,1,1.0,1
12_rot45_cw_8.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
12_rot45_cw_9.jpg,1,0,0,0,0,0,1,0,0,0,0.0,1
12_rot90_cw_0.jpg,0,1,0,0,0,1,1,0,0,0,0.0,1
12_rot90_cw_1.jpg,0,1,1,1,1,1,1,0,1,1,1.0,1
12_rot90_cw_2.jpg,1,1,0,0,0,1,0,0,0,0,0.0,1
12_rot90_cw_3.jpg,0,0,0,1,0,0,0,0,0,0,0.0,1
12_rot90_cw_4.jpg,0,1,0,0,1,0,1,1,0,1,0.0,1
12_rot90_cw_5.jpg,0,0,0,0,0,0,0,0,0,0,0.0,1
12_rot90_cw_6.jpg,0,1,0,1,0,0,0,0,0,0,0.0,1
12_rot90_cw_7.jpg,0,1,1,1,1,1,1,0,1,0,1.0,1
12_rot90_cw_8.jpg,0,0,0,0,0,0,0,0,0,0,0.0,1
12_rot90_cw_9.jpg,0,1,0,1,1,1,1,0,1,1,1.0,1
12_rot_random_0.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot_random_1.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot_random_2.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot_random_3.jpg,0,1,0,1,1,1,1,1,1,1,1.0,1
12_rot_random_4.jpg,1,0,0,0,0,0,1,0,1,0,0.0,1
12_rot_random_5.jpg,1,0,0,0,0,0,0,0,0,0,0.0,1
12_rot_random_6.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot_random_7.jpg,0,1,1,1,1,1,1,1,1,1,1.0,1
12_rot_random_8.jpg,1,1,0,0,0,0,1,0,0,0,0.0,1
12_rot_random_9.jpg,1,1,1,1,1,1,1,1,1,1,1.0,1
13_rot45_ccw_0.jpg,0,1,0,1,0,0,0,0,0,0,1.0,1
13_rot45_ccw_1.jpg,1,1,0,1,1,1,1,1,0,0,1.0,1
13_rot45_ccw_2.jpg,1,1,0,1,1,1,1,0,0,0,1.0,1
13_rot45_ccw_3.jpg,0,1,0,1,0,1,1,0,0,0,0.0,1
13_rot45_ccw_4.jpg,0,1,1,1,0,1,1,0,1,0,0.0,1
13_rot45_ccw_5.jpg,0,0,0,1,0,0,0,0,0,0,0.0,1
13_rot45_ccw_6.jpg,0,1,0,1,0,1,0,0,0,0,0.0,1
13_rot45_ccw_7.jpg,1,1,0,1,1,1,1,1,1,1,0.0,1
13_rot45_ccw_8.jpg,1,1,0,1,1,1,1,0,0,1,1.0,1
13_rot45_ccw_9.jpg,1,1,1,1,1,1,1,1,0,0,0.0,1
13_rot45_cw_0.jpg,1,1,1,1,1,1,0,0,1,0,0.0,1
13_rot45_cw_1.jpg,1,1,0,1,1,1,1,1,1,0,0.0,1
13_rot45_cw_2.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot45_cw_3.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot45_cw_4.jpg,1,1,0,1,1,1,1,0,1,0,0.0,1
13_rot45_cw_5.jpg,1,1,0,0,1,1,1,1,0,0,1.0,1
13_rot45_cw_6.jpg,1,1,1,1,1,1,1,1,1,0,0.0,1
13_rot45_cw_7.jpg,1,1,0,1,0,1,1,1,1,0,0.0,1
13_rot45_cw_8.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot45_cw_9.jpg,1,1,0,1,1,1,1,1,1,0,1.0,1
13_rot90_cw_0.jpg,0,1,0,1,1,1,0,0,0,0,0.0,1
13_rot90_cw_1.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot90_cw_2.jpg,1,1,0,1,1,1,1,0,1,1,1.0,1
13_rot90_cw_3.jpg,0,0,0,0,0,0,0,0,0,0,0.0,1
13_rot90_cw_4.jpg,1,1,0,1,1,0,1,0,0,0,0.0,1
13_rot90_cw_5.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot90_cw_6.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot90_cw_7.jpg,0,1,0,0,1,0,1,0,1,0,0.0,1
13_rot90_cw_8.jpg,1,1,1,1,0,1,1,1,1,0,0.0,1
13_rot90_cw_9.jpg,0,0,0,0,1,0,1,1,1,0,1.0,1
13_rot_random_0.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot_random_1.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot_random_2.jpg,1,1,0,0,1,1,1,0,1,0,1.0,1
13_rot_random_3.jpg,1,0,0,0,0,0,0,0,0,0,0.0,1
13_rot_random_4.jpg,1,1,1,1,1,1,1,1,1,1,0.0,1
13_rot_random_5.jpg,1,1,0,1,1,1,1,1,1,0,1.0,1
13_rot_random_6.jpg,0,0,0,1,1,0,1,0,1,0,0.0,1
13_rot_random_7.jpg,1,1,0,1,0,0,1,0,0,0,0.0,1
13_rot_random_8.jpg,1,1,0,1,1,1,1,1,0,1,1.0,1
13_rot_random_9.jpg,1,1,0,0,1,1,1,0,0,1,1.0,1
14_rot45_ccw_0.jpg,1,1,1,1,1,1,1,0,0,1,0.0,1
14_rot45_ccw_1.jpg,1,0,0,0,0,0,1,0,0,0,0.0,1
14_rot45_ccw_2.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot45_ccw_3.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot45_ccw_4.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot45_ccw_5.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot45_ccw_6.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot45_ccw_7.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot45_ccw_8.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot45_ccw_9.jpg,1,1,1,1,1,1,1,0,1,0,0.0,1
14_rot45_cw_0.jpg,0,0,0,1,0,0,0,0,0,0,0.0,1
14_rot45_cw_1.jpg,0,0,0,1,0,0,0,0,0,0,0.0,1
14_rot45_cw_2.jpg,1,1,1,1,1,1,1,0,1,0,0.0,1
14_rot45_cw_3.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot45_cw_4.jpg,1,1,1,1,1,1,1,0,1,0,0.0,1
14_rot45_cw_5.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot45_cw_6.jpg,0,0,0,1,0,1,1,0,0,0,0.0,1
14_rot45_cw_7.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot45_cw_8.jpg,1,1,0,1,0,0,1,0,0,0,0.0,1
14_rot45_cw_9.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot90_cw_0.jpg,0,0,0,1,0,0,0,0,0,0,0.0,1
14_rot90_cw_1.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot90_cw_2.jpg,0,0,0,1,0,0,1,0,0,0,0.0,1
14_rot90_cw_3.jpg,1,1,0,0,0,0,1,0,0,0,0.0,1
14_rot90_cw_4.jpg,1,1,1,0,1,1,1,0,0,1,0.0,1
14_rot90_cw_5.jpg,0,0,0,0,0,0,1,1,0,0,0.0,1
14_rot90_cw_6.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot90_cw_7.jpg,1,1,1,0,1,1,1,0,0,1,0.0,1
14_rot90_cw_8.jpg,1,1,0,0,0,0,1,0,0,0,0.0,1
14_rot90_cw_9.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot_random_0.jpg,0,0,0,1,0,0,1,0,0,0,0.0,1
14_rot_random_1.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot_random_2.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot_random_3.jpg,1,1,1,1,1,0,1,0,1,1,0.0,1
14_rot_random_4.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot_random_5.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot_random_6.jpg,1,1,1,1,1,1,1,0,1,1,0.0,1
14_rot_random_7.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot_random_8.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
14_rot_random_9.jpg,0,0,0,0,0,0,1,0,0,0,0.0,1
1_rot45_ccw_0.jpg,0,0,0,0,1,0,1,0,0,0,0.0,0
1_rot45_ccw_1.jpg,0,1,0,1,1,1,1,0,1,0,0.0,0
1_rot45_ccw_2.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
1_rot45_ccw_3.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot45_ccw_4.jpg,0,1,0,0,0,0,1,0,0,0,0.0,0
1_rot45_ccw_5.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot45_ccw_6.jpg,0,1,0,0,0,0,1,0,0,0,0.0,0
1_rot45_ccw_7.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot45_ccw_8.jpg,0,1,0,1,1,1,1,1,1,0,0.0,0
1_rot45_ccw_9.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot45_cw_0.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot45_cw_1.jpg,0,0,0,0,0,0,0,0,0,0,0.0,0
1_rot45_cw_2.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
1_rot45_cw_3.jpg,0,1,0,1,1,1,1,1,1,0,0.0,0
1_rot45_cw_4.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot45_cw_5.jpg,0,1,0,1,1,1,1,1,1,0,0.0,0
1_rot45_cw_6.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot45_cw_7.jpg,0,1,0,1,1,1,1,1,1,0,0.0,0
1_rot45_cw_8.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
1_rot45_cw_9.jpg,1,0,0,0,0,0,1,0,0,0,0.0,0
1_rot90_cw_0.jpg,1,1,0,1,1,1,1,1,1,0,1.0,0
1_rot90_cw_1.jpg,1,1,0,1,1,1,1,1,1,0,1.0,0
1_rot90_cw_2.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot90_cw_3.jpg,0,1,0,1,1,0,1,1,1,0,1.0,0
1_rot90_cw_4.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot90_cw_5.jpg,1,1,0,1,1,1,1,1,1,0,1.0,0
1_rot90_cw_6.jpg,1,1,0,1,1,1,1,1,1,0,1.0,0
1_rot90_cw_7.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot90_cw_8.jpg,0,0,0,0,0,0,0,0,0,0,0.0,0
1_rot90_cw_9.jpg,0,1,0,0,0,0,0,0,0,0,0.0,0
1_rot_random_0.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot_random_1.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot_random_2.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
1_rot_random_3.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot_random_4.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot_random_5.jpg,0,1,0,1,0,0,1,1,1,0,0.0,0
1_rot_random_6.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot_random_7.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot_random_8.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
1_rot_random_9.jpg,0,1,0,1,1,1,1,1,1,0,1.0,0
2_rot45_ccw_0.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_ccw_1.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot45_ccw_2.jpg,1,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_ccw_3.jpg,0,1,0,0,0,0,1,0,0,0,0.0,0
2_rot45_ccw_4.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot45_ccw_5.jpg,1,1,1,1,1,1,1,1,0,1,1.0,0
2_rot45_ccw_6.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot45_ccw_7.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_ccw_8.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_ccw_9.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_cw_0.jpg,0,1,0,1,0,0,1,0,1,0,0.0,0
2_rot45_cw_1.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_cw_2.jpg,1,1,1,1,0,1,1,1,1,1,1.0,0
2_rot45_cw_3.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_cw_4.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot45_cw_5.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot45_cw_6.jpg,1,1,1,1,0,1,1,1,1,1,1.0,0
2_rot45_cw_7.jpg,1,1,1,1,0,1,1,1,1,1,1.0,0
2_rot45_cw_8.jpg,1,1,1,1,1,1,1,0,1,1,1.0,0
2_rot45_cw_9.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot90_cw_0.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot90_cw_1.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot90_cw_2.jpg,1,0,0,0,0,0,1,0,0,0,0.0,0
2_rot90_cw_3.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot90_cw_4.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot90_cw_5.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot90_cw_6.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot90_cw_7.jpg,0,1,0,0,0,0,1,0,0,0,0.0,0
2_rot90_cw_8.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot90_cw_9.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot_random_0.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot_random_1.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot_random_2.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot_random_3.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
2_rot_random_4.jpg,0,1,0,0,0,0,1,0,0,0,0.0,0
2_rot_random_5.jpg,0,1,0,0,0,0,1,0,1,0,0.0,0
2_rot_random_6.jpg,0,0,1,0,0,0,1,0,0,0,0.0,0
2_rot_random_7.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot_random_8.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
2_rot_random_9.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
3_rot45_ccw_0.jpg,1,0,0,0,1,0,1,1,0,1,0.0,0
3_rot45_ccw_1.jpg,0,0,0,0,0,0,0,0,0,0,0.0,0
3_rot45_ccw_2.jpg,0,1,0,0,1,0,1,0,0,1,0.0,0
3_rot45_ccw_3.jpg,1,1,0,1,1,0,0,0,0,0,0.0,0
3_rot45_ccw_4.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
3_rot45_ccw_5.jpg,1,1,0,1,0,0,1,0,0,0,0.0,0
3_rot45_ccw_6.jpg,1,1,1,1,1,1,0,0,1,0,0.0,0
3_rot45_ccw_7.jpg,1,1,1,1,1,1,1,1,1,1,0.0,0
3_rot45_ccw_8.jpg,1,0,0,0,0,0,0,0,0,0,0.0,0
3_rot45_ccw_9.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
3_rot45_cw_0.jpg,1,1,0,0,1,1,1,1,0,1,0.0,0
3_rot45_cw_1.jpg,1,1,1,1,1,1,1,1,1,1,0.0,0
3_rot45_cw_2.jpg,1,1,1,1,0,1,1,1,1,0,0.0,0
3_rot45_cw_3.jpg,1,1,0,0,1,1,1,1,1,1,1.0,0
3_rot45_cw_4.jpg,1,1,0,0,1,1,1,1,1,1,0.0,0
3_rot45_cw_5.jpg,0,0,0,1,0,0,1,0,0,0,0.0,0
3_rot45_cw_6.jpg,1,1,1,1,1,1,1,0,1,1,1.0,0
3_rot45_cw_7.jpg,1,0,0,1,0,0,1,0,0,0,0.0,0
3_rot45_cw_8.jpg,1,0,0,1,0,0,0,0,0,0,0.0,0
3_rot45_cw_9.jpg,0,1,0,1,1,1,0,0,0,0,0.0,0
3_rot90_cw_0.jpg,1,1,0,1,1,0,1,1,0,1,1.0,0
3_rot90_cw_1.jpg,1,0,0,0,0,0,1,0,0,0,0.0,0
3_rot90_cw_2.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
3_rot90_cw_3.jpg,1,0,0,0,1,1,1,0,1,1,0.0,0
3_rot90_cw_4.jpg,1,1,1,1,1,1,1,0,1,1,1.0,0
3_rot90_cw_5.jpg,0,1,0,1,0,1,0,0,0,0,0.0,0
3_rot90_cw_6.jpg,0,1,0,1,0,1,1,0,0,0,0.0,0
3_rot90_cw_7.jpg,1,1,0,1,1,1,1,0,1,0,0.0,0
3_rot90_cw_8.jpg,0,0,0,0,0,0,1,0,0,0,0.0,0
3_rot90_cw_9.jpg,1,1,1,1,0,1,0,0,0,0,0.0,0
3_rot_random_0.jpg,1,1,0,0,1,1,1,1,1,0,1.0,0
3_rot_random_1.jpg,0,1,0,0,0,0,0,0,0,0,0.0,0
3_rot_random_2.jpg,1,1,0,0,1,0,1,0,0,1,0.0,0
3_rot_random_3.jpg,1,1,0,1,1,1,0,0,0,0,0.0,0
3_rot_random_4.jpg,1,1,1,1,0,0,0,0,0,0,0.0,0
3_rot_random_5.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
3_rot_random_6.jpg,1,1,1,1,1,1,1,0,1,0,0.0,0
3_rot_random_7.jpg,0,1,0,0,0,0,1,0,1,0,0.0,0
3_rot_random_8.jpg,1,1,0,1,0,0,0,0,0,0,0.0,0
3_rot_random_9.jpg,0,1,0,1,0,0,0,0,0,0,0.0,0
4_rot45_ccw_0.jpg,1,1,1,1,1,1,1,0,1,0,0.0,0
4_rot45_ccw_1.jpg,0,0,0,0,0,0,0,0,0,0,0.0,0
4_rot45_ccw_2.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
4_rot45_ccw_3.jpg,1,1,1,1,1,0,1,1,1,1,1.0,0
4_rot45_ccw_4.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
4_rot45_ccw_5.jpg,1,1,1,1,1,1,1,1,1,0,0.0,0
4_rot45_ccw_6.jpg,0,1,0,1,0,0,0,0,0,0,0.0,0
4_rot45_ccw_7.jpg,1,1,1,1,1,1,1,1,1,0,1.0,0
4_rot45_ccw_8.jpg,0,1,0,0,1,0,0,0,0,0,0.0,0
4_rot45_ccw_9.jpg,1,1,0,1,1,0,1,0,0,0,0.0,0
4_rot45_cw_0.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
4_rot45_cw_1.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
4_rot45_cw_2.jpg,0,1,0,1,0,0,0,0,0,0,0.0,0
4_rot45_cw_3.jpg,1,1,1,1,1,1,1,1,1,1,1.0,0
4_rot45_cw_4.jpg,1,1,0,1,0,0,1,0,1,0,0.0,0
4_rot45_cw_5.jpg,1,1,1,1,1,1,0,0,1,0,0.0,0
4_rot45_cw_6.jpg,0,1,0,1,0,0,1,0,0,0,0.0,0
4_rot45_cw_7.jpg,1,1,1,1,1,1,1,0,1,1,1.0,0
4_rot45_cw_8.jpg,1,1,1,1,1,1,1,1,1,1,0.0,0
